Size_SqFt,Bedrooms,Bathrooms,Age_Years,Location,Proximity_Amenities,House_Price,Garage,Garden,Floor_Level
2343.387744523832,4,3,40,Suburban,Medium,380993.6,No,No,5
2459.7042143768235,2,1,25,Suburban,High,384960.26,No,No,4
1960.8066501353035,4,2,65,Suburban,Medium,283820.2,No,No,2
2115.2707934253644,5,1,96,Rural,High,276696.68,Yes,No,1
919.4720013253645,3,3,14,Suburban,Medium,199830.9,No,No,5
1789.448613919084,3,3,64,Suburban,Medium,268186.76,Yes,Yes,1
2502.4108458789565,1,1,31,Urban,Medium,384137.19,No,Yes,1
1788.2817084103613,5,3,49,Rural,Medium,281810.15,No,Yes,1
1631.3691618040195,2,1,18,Suburban,High,283351.9,Yes,Yes,4
3138.8444630154654,2,3,13,Urban,Low,512060.93,No,No,1
2909.5385950979025,1,1,60,Urban,High,442360.31,Yes,No,5
2233.7874562410784,5,1,62,Urban,High,341054.53,No,No,2
2569.4553057400235,4,2,53,Suburban,High,424542.64,Yes,No,5
887.0322910209611,4,3,47,Rural,Low,103085.5,Yes,No,5
1606.2242796856467,3,2,71,Urban,Medium,233933.54,Yes,Yes,3
1765.0210634134241,4,3,11,Rural,High,323271.28,Yes,No,5
1882.0099505665269,4,3,14,Rural,Medium,319688.46,Yes,Yes,5
1755.0279895130188,5,3,49,Suburban,High,302182.2,Yes,Yes,5
724.9868542418267,5,3,59,Suburban,Medium,134076.51,Yes,Yes,3
2193.0123093542798,1,2,43,Rural,Low,292134.64,Yes,No,4
2271.8270641403033,5,2,33,Suburban,High,376452.87,Yes,No,3
2800.949395794991,1,1,5,Rural,Low,414286.27,Yes,Yes,4
1605.8453676125182,1,3,26,Rural,Medium,243449.89,Yes,Yes,5
1564.918421110049,2,1,56,Suburban,Medium,229388.95,No,Yes,5
660.0077570177657,4,1,26,Rural,High,130441.19,No,No,1
1853.216581704557,5,2,90,Rural,Low,238655.64,Yes,Yes,1
2450.555890531086,1,1,60,Suburban,Medium,332845.44,Yes,Yes,4
1694.1160689036403,4,1,37,Suburban,Low,266906.99,Yes,No,3
3071.7224092718243,5,1,73,Urban,Medium,461460.04,No,Yes,1
1871.7025821052382,4,1,51,Suburban,Medium,290303.58,No,No,1
2073.4961421442777,1,1,47,Rural,Medium,290332.31,No,No,2
1318.4484597092032,4,1,36,Suburban,High,227724.4,No,Yes,3
2143.6101725876397,3,3,90,Suburban,Medium,279926.96,Yes,No,5
1010.3401025736524,4,3,56,Rural,Low,132007.8,No,Yes,4
2346.8489775065723,3,3,44,Urban,Medium,380341.2,No,Yes,4
2362.214088117706,5,1,91,Rural,High,347611.97,No,Yes,5
2679.645712168255,1,2,8,Suburban,High,453566.3,Yes,Yes,5
1490.0156406161557,4,1,91,Suburban,Medium,197195.5,Yes,No,4
2080.2810591487096,4,1,30,Urban,High,359670.77,Yes,No,5
2281.908279693252,4,3,59,Urban,Low,345709.03,Yes,Yes,4
2221.140819165155,1,2,3,Suburban,Medium,364819.89,Yes,No,5
1567.3503624325745,4,2,49,Urban,Low,247800.68,Yes,Yes,2
804.0090552219299,5,2,85,Rural,Low,80266.33,Yes,No,4
2173.4801484422405,5,2,32,Urban,High,407095.3,No,No,3
1923.7501608450402,5,1,88,Suburban,High,287361.98,No,Yes,1
1716.6647035192798,5,1,83,Suburban,Low,213950.0,No,Yes,3
2381.9726818577333,2,3,0,Urban,Medium,416860.53,Yes,No,5
1977.5402309227834,2,1,15,Rural,High,304905.65,Yes,Yes,1
1340.4024736161005,5,2,1,Suburban,High,285302.79,Yes,No,5
1034.2738554518892,4,2,72,Urban,Medium,174310.12,Yes,No,3
1435.5183674334173,5,1,51,Rural,Medium,227180.81,No,Yes,4
3196.506147383393,2,1,76,Urban,High,452842.44,Yes,Yes,1
2361.3883869663864,2,2,5,Urban,Low,386983.12,No,No,5
2094.306170987506,1,1,48,Urban,High,328615.41,No,No,1
1909.1695364070977,1,3,11,Suburban,Low,304077.35,No,Yes,4
1876.303530026282,4,2,76,Rural,High,256038.0,No,No,3
2583.5979916795472,1,2,71,Urban,High,367283.94,No,No,1
1754.7021290482842,3,2,54,Suburban,Low,258987.12,No,Yes,1
2288.4602053421463,3,2,40,Urban,High,384853.95,No,No,5
1825.7860248542029,1,1,0,Rural,Low,257370.89,No,No,1
2970.078315917531,3,2,73,Suburban,Low,415172.12,Yes,Yes,5
2371.1442537891517,2,1,0,Suburban,Medium,401175.75,No,No,5
2622.778407341813,5,1,80,Rural,Medium,381608.47,No,Yes,5
1707.7951126558805,5,2,84,Suburban,Low,243059.88,Yes,Yes,4
2529.068056283711,3,3,63,Suburban,Medium,391393.83,No,No,3
1843.7112873026547,2,1,42,Urban,Medium,269497.74,Yes,Yes,1
2055.017411966425,2,1,75,Urban,Low,276344.73,No,Yes,1
2817.5238353097293,1,1,5,Urban,High,498864.56,Yes,Yes,3
1478.6124716217905,2,2,1,Rural,Low,240649.36,No,Yes,2
2101.6238656527003,2,3,99,Rural,Low,237116.66,Yes,No,2
2219.0026292593634,2,1,2,Rural,Low,338843.05,Yes,Yes,1
2260.002190400405,5,1,43,Suburban,Low,362792.74,Yes,Yes,2
1774.6077534532674,3,1,17,Rural,High,300180.17,No,Yes,2
3043.1320504040405,1,3,93,Suburban,Low,402661.07,Yes,Yes,2
1352.53405732987,1,1,62,Urban,Medium,201565.67,No,Yes,4
2729.442694316235,1,3,57,Urban,High,414531.26,No,Yes,2
2607.5328027958194,4,1,83,Urban,Low,368191.12,No,No,5
2950.4443948018425,3,3,95,Urban,High,425835.19,Yes,No,2
1205.88645064609,5,3,20,Urban,Low,241251.34,No,Yes,1
1565.5842560551448,3,1,23,Rural,Low,242734.79,No,Yes,3
2745.9715295808205,1,3,83,Urban,Medium,376730.79,No,Yes,4
1061.4804226848455,5,2,73,Suburban,High,181604.47,Yes,Yes,4
1196.770549479793,3,3,61,Urban,Low,168311.96,No,Yes,1
1755.8461066442542,2,3,69,Suburban,Medium,244401.2,Yes,Yes,2
2095.996894311134,3,3,16,Suburban,High,368529.91,Yes,Yes,3
2796.1125368243875,2,3,63,Rural,Low,383013.85,Yes,Yes,4
1907.367042534821,1,3,36,Suburban,High,302770.25,No,No,2
1695.8804259677304,2,3,65,Urban,Medium,246714.06,No,Yes,3
2155.6949688482136,4,3,83,Urban,High,322911.42,No,Yes,4
2234.7982416472005,5,2,59,Rural,Medium,326449.22,Yes,Yes,2
2220.6199110851358,2,2,14,Urban,Medium,368701.18,No,Yes,4
1911.0068960243275,5,3,92,Urban,High,296827.49,Yes,No,1
1022.4569430409251,2,2,70,Rural,High,120655.16,Yes,No,4
1541.192005446834,1,2,35,Rural,Low,189529.71,Yes,Yes,2
2710.1355426337313,3,3,46,Urban,Medium,424323.13,No,No,4
2093.5344689883,2,3,47,Suburban,Low,302226.22,Yes,No,3
1838.7389404464716,1,3,91,Suburban,Low,192478.1,No,No,5
2559.0842741869874,2,3,88,Suburban,High,350764.37,Yes,No,4
1434.9416838155257,4,1,55,Suburban,Low,213187.75,Yes,Yes,1
1887.325933143496,5,1,68,Suburban,High,292663.9,Yes,Yes,3
2068.8792025870184,2,2,49,Urban,Low,316605.3,Yes,Yes,5
1779.3112483526854,1,1,45,Urban,High,258545.79,Yes,Yes,2
2050.3814114507995,1,2,29,Urban,Medium,332136.05,No,No,5
1906.1530342891174,3,3,29,Suburban,High,334624.26,Yes,No,5
1300.3284761070624,5,3,97,Rural,Low,149658.64,Yes,No,2
2090.7389409395278,3,2,6,Rural,Medium,333958.07,Yes,Yes,4
1335.8241042435661,5,1,49,Rural,High,213604.04,Yes,No,1
2082.807562548361,5,3,50,Urban,High,353705.65,Yes,No,1
2687.0679120750547,2,3,16,Suburban,High,451993.84,No,Yes,2
1859.4884013619728,3,3,4,Suburban,Medium,334153.44,Yes,Yes,2
1414.2584350145069,3,3,77,Suburban,High,205413.74,Yes,No,5
1936.5060933975099,3,1,63,Rural,High,278884.99,Yes,No,2
1584.0144459607343,1,3,8,Urban,High,283931.46,No,Yes,5
2297.2545013157346,4,2,58,Rural,High,341024.11,No,Yes,4
1926.0056262385733,2,3,64,Urban,High,294315.73,No,No,2
2854.8816258322868,3,3,18,Rural,Low,441666.67,No,Yes,4
2581.494797838669,5,3,32,Urban,Low,428946.29,Yes,Yes,5
1923.4597477592986,5,1,49,Rural,Medium,281957.62,Yes,Yes,3
2357.8045339865453,2,3,58,Suburban,Low,322792.17,Yes,No,4
1803.3817954185772,1,3,17,Rural,High,288904.4,No,No,2
2016.9784425825842,3,3,71,Suburban,High,305589.48,Yes,Yes,3
1819.282901824844,4,2,1,Rural,Medium,323245.75,Yes,No,2
2383.2279799248545,1,3,69,Urban,High,348137.21,Yes,Yes,5
2716.494138354789,2,3,37,Suburban,High,417047.07,No,Yes,5
2399.3241035955716,3,1,28,Urban,Low,381804.34,No,No,3
2460.968300642678,2,3,3,Rural,Low,388539.74,Yes,Yes,1
2461.5167186178646,2,1,45,Rural,Low,321217.64,No,Yes,3
2275.627961167355,2,2,59,Suburban,High,341013.48,No,Yes,4
1430.356920394866,2,3,6,Suburban,Low,240767.19,Yes,Yes,3
2850.48575970825,4,1,85,Urban,High,406265.54,No,Yes,2
2902.2054133492124,2,2,43,Suburban,High,460094.5,No,Yes,3
1883.0601983433157,5,2,64,Urban,Medium,312134.74,No,No,1
1814.651042391909,2,3,54,Suburban,Low,243834.48,Yes,No,3
2306.2058264576876,4,3,16,Urban,Medium,418070.4,No,Yes,3
2275.4064175917524,2,2,41,Rural,Medium,342890.31,No,No,4
1899.0269656234907,3,3,58,Suburban,High,297764.62,No,No,3
1374.987172206198,1,1,39,Urban,Low,190886.52,Yes,No,3
2152.8505953748886,4,3,87,Suburban,High,347628.48,No,No,5
2275.7182690877726,3,1,58,Urban,Low,335466.04,Yes,No,3
2362.9105740193986,4,1,60,Urban,High,374300.09,No,No,1
2174.6463861771035,1,1,43,Suburban,High,325042.84,Yes,No,5
1864.4424258190454,5,2,92,Suburban,Medium,254505.43,Yes,No,2
2497.001019753139,1,1,7,Rural,Low,365249.69,No,Yes,3
2032.9242487829592,5,3,80,Urban,Medium,302694.41,No,No,2
1767.5384928176397,2,1,52,Suburban,Medium,261381.37,No,Yes,3
1909.6733089771394,3,3,80,Urban,Medium,274814.2,No,No,5
1127.0154837625091,4,2,37,Suburban,High,215353.6,Yes,Yes,3
1908.8790879107305,5,2,42,Rural,Medium,302070.67,No,No,4
2344.218259937334,4,1,19,Suburban,Low,369778.84,No,No,2
2169.8915110696153,1,3,31,Rural,High,335685.15,Yes,No,3
2760.332086490593,2,1,16,Urban,Medium,426307.65,No,Yes,5
1868.512542992148,1,1,89,Urban,High,229322.22,No,No,4
2243.656581526658,5,3,50,Rural,Medium,354309.5,Yes,Yes,3
2396.370088152886,3,2,29,Suburban,High,366533.98,Yes,No,5
3171.4285041437042,5,1,50,Suburban,High,516892.54,Yes,No,5
2072.3827455588203,5,1,47,Suburban,Medium,345275.02,No,No,3
1477.9064105679884,1,1,20,Rural,Low,204294.07,Yes,Yes,2
2423.9643766776408,5,1,22,Suburban,Low,395113.34,Yes,Yes,5
2932.863677984228,3,1,25,Rural,Low,440768.42,No,No,1
1838.7256448866892,2,2,12,Rural,Low,285000.76,Yes,No,1
2420.540769303208,1,1,66,Urban,Medium,319511.11,No,Yes,5
2614.36402761446,5,3,64,Urban,Low,409494.58,Yes,No,2
2508.5327719850766,4,3,85,Urban,Medium,363934.92,No,No,1
2062.779261236789,2,3,84,Urban,High,293251.98,Yes,No,4
1650.763120893427,1,1,49,Urban,High,246755.91,No,Yes,5
1959.3602259932072,3,2,19,Urban,High,365986.6,Yes,Yes,2
2229.3002269388153,3,2,88,Urban,Low,294385.05,No,No,5
2454.1112620458644,2,2,81,Rural,Medium,317463.69,Yes,Yes,3
2166.9725239995196,3,3,76,Rural,High,293937.93,Yes,Yes,3
1810.0460167297115,1,3,18,Rural,Low,256737.62,No,Yes,1
2277.689828074884,1,1,64,Suburban,Low,280956.94,No,No,5
2430.0425338714103,1,3,38,Urban,Medium,367694.86,No,No,3
2189.8050282072404,5,3,81,Suburban,High,320738.82,Yes,No,4
1581.9064427308376,3,3,22,Urban,High,296551.6,No,Yes,1
1909.296982641405,5,2,24,Suburban,Medium,338933.9,Yes,Yes,5
2473.9103882062336,3,1,44,Rural,Low,361875.56,Yes,No,5
1308.4910956277631,3,1,39,Rural,Low,152756.7,Yes,No,4
953.4109888044204,3,2,80,Suburban,Medium,108219.32,Yes,No,1
2754.0414250720105,4,3,41,Rural,Low,411178.19,No,Yes,3
2255.70762751094,5,2,85,Suburban,Medium,321813.54,No,No,4
2303.3650012600533,2,1,35,Urban,High,367602.21,No,No,2
1461.591513186472,5,3,36,Rural,Low,239960.31,No,No,1
2368.764031733269,3,2,15,Rural,Medium,384936.5,Yes,Yes,2
2137.624343784182,2,1,89,Urban,Low,257551.64,Yes,Yes,2
1207.8362110758014,2,1,95,Urban,Medium,144107.87,Yes,Yes,2
2712.1417071369287,2,2,81,Rural,Low,335920.63,No,No,5
2079.3416618093643,4,3,93,Rural,Medium,286661.51,No,Yes,2
1801.9580169603655,1,3,84,Urban,High,241897.06,No,No,5
1811.0051270073911,3,2,88,Rural,Medium,232376.71,Yes,Yes,2
992.3890472838117,3,3,60,Rural,Medium,154621.26,Yes,Yes,2
2296.6682998156816,5,1,79,Rural,Medium,306602.51,Yes,No,4
2130.9286036228627,2,3,72,Rural,Medium,285317.78,Yes,Yes,1
1902.9599338334526,4,3,34,Suburban,Low,309384.01,No,Yes,2
2639.242603725836,2,3,31,Suburban,High,428615.07,Yes,Yes,5
1308.070490502077,5,1,56,Suburban,High,220683.25,Yes,No,2
1701.6137618161924,1,2,56,Suburban,Low,229901.4,Yes,Yes,4
1574.995872619807,3,3,73,Suburban,High,237718.05,Yes,Yes,1
1860.6025101142236,2,1,1,Rural,Medium,307248.6,No,Yes,1
2033.7350126286115,3,1,23,Urban,High,342419.17,Yes,No,3
2215.0067619056776,5,1,33,Suburban,Low,366694.41,Yes,Yes,5
1826.5132734474414,1,1,28,Urban,Medium,290578.71,No,No,4
1561.322132422553,4,1,93,Urban,Low,193963.05,No,No,1
2843.003474885222,1,1,61,Urban,High,422501.42,Yes,No,4
3205.8200958942843,4,2,30,Suburban,Low,517197.74,Yes,No,3
2071.6433359410125,2,2,61,Rural,Low,272347.48,No,No,3
1621.6098164895664,1,1,79,Rural,Low,161678.23,No,Yes,4
2737.727065521147,2,3,93,Rural,High,353003.72,No,Yes,1
1276.6214468357675,1,1,98,Suburban,High,129621.14,Yes,Yes,2
1832.6133376475861,2,1,37,Urban,Low,278132.59,No,Yes,2
1651.9414743268492,5,1,57,Suburban,High,261403.99,No,No,3
1420.2322247747557,5,1,74,Suburban,High,221982.74,Yes,No,2
1859.9878835391153,4,3,42,Urban,High,335226.25,No,No,5
1567.9139604130175,1,2,5,Urban,Medium,280373.61,Yes,No,4
2006.3272320743272,1,1,17,Urban,High,332058.29,No,No,4
2013.588583836232,4,2,44,Urban,High,351840.78,Yes,Yes,4
1689.3341382390104,2,2,6,Urban,High,315509.02,Yes,No,4
1814.7433217030652,1,2,55,Suburban,High,260264.16,No,No,3
1884.5755160481447,4,2,78,Urban,Medium,268461.33,Yes,No,5
2404.9230305597134,4,3,28,Rural,Low,377809.31,Yes,No,2
1925.7852994679072,1,2,3,Rural,Low,314776.78,No,Yes,3
2412.350870393049,3,1,28,Urban,Medium,388426.87,No,No,4
2292.9064917773276,2,1,15,Urban,Medium,370115.15,Yes,Yes,1
2285.7653484503708,3,2,59,Urban,Medium,338746.46,No,Yes,4
2693.922985172987,3,1,62,Rural,High,377807.08,No,Yes,3
1440.304560127045,2,1,15,Rural,Low,217381.57,No,No,3
1763.4084468464432,5,2,49,Suburban,Medium,285686.42,No,No,5
2881.649400149785,1,2,4,Suburban,Medium,448073.72,Yes,Yes,1
1871.3417497053663,4,3,17,Rural,Low,314043.04,Yes,Yes,3
592.4381550470753,1,1,84,Rural,Low,50000.0,Yes,Yes,5
1898.5158284260574,3,2,88,Urban,High,262106.48,No,No,4
2067.4697650816247,5,3,64,Suburban,Medium,318688.7,Yes,No,2
691.4434412843946,5,3,99,Rural,Low,50572.52,No,No,3
2666.967819943974,1,3,41,Urban,High,422546.1,No,Yes,3
1643.1437680671988,3,1,42,Rural,High,259061.65,No,Yes,2
2164.281557593758,2,1,69,Urban,Medium,326600.85,No,No,4
1887.0092273279688,4,2,67,Rural,High,264568.67,Yes,Yes,3
1355.8242903979792,5,2,3,Suburban,Low,261284.3,Yes,Yes,2
1464.74593268229,4,2,0,Rural,High,266422.7,No,No,5
1532.4585817862264,3,1,96,Rural,Low,165872.85,Yes,No,1
2542.8359545918192,1,2,2,Rural,Low,374283.25,Yes,Yes,5
1926.2309059499241,3,1,59,Urban,Medium,294537.23,No,No,5
1739.0672417241267,5,1,57,Rural,Low,234465.1,Yes,No,5
1532.6955437048844,1,1,51,Rural,High,211655.94,No,No,4
2598.075110763063,4,1,6,Rural,Low,407681.81,Yes,Yes,4
2732.1006362617936,5,3,79,Suburban,Low,392898.55,No,Yes,1
2592.3719493533404,1,1,22,Suburban,Low,380669.18,No,Yes,5
2246.2186695770833,1,2,79,Rural,Low,258077.74,Yes,No,4
2144.9150209353556,4,3,64,Suburban,High,326113.16,Yes,No,2
1392.0310910120493,3,3,56,Suburban,High,222326.99,No,Yes,4
1877.0904366444713,3,2,65,Rural,Low,243647.15,Yes,Yes,5
1658.0698983267816,3,2,74,Urban,Low,238207.64,Yes,No,1
1087.243945507645,5,1,0,Rural,High,233338.32,No,No,1
2528.521709582683,1,1,77,Urban,High,356486.93,Yes,No,1
1652.0850268038623,2,2,1,Urban,Low,304750.43,No,No,2
2597.9709537176536,2,2,95,Rural,Low,316150.02,No,No,1
2440.873200380006,4,1,93,Suburban,Low,308258.34,Yes,No,2
2278.3589883167097,1,1,31,Urban,Low,325135.67,No,No,5
2306.442035881592,5,2,15,Urban,High,430395.74,No,Yes,5
1692.3430589631462,1,2,42,Rural,Medium,237535.03,Yes,No,3
2928.9250756453325,4,1,90,Urban,Medium,439296.15,Yes,Yes,3
2021.5627154765245,2,2,36,Suburban,High,321949.38,Yes,Yes,5
2150.965842559352,5,2,29,Rural,Medium,377599.39,Yes,Yes,3
1675.4618332166806,2,1,0,Urban,High,295214.38,Yes,Yes,5
1534.41736961152,3,3,74,Suburban,Medium,217507.61,Yes,Yes,1
2238.6480044047116,4,2,96,Rural,High,295273.99,No,Yes,3
2108.7567479693926,2,1,28,Suburban,Medium,348864.02,Yes,Yes,1
1605.3238170487114,5,1,91,Rural,Low,193402.51,Yes,No,5
1280.786640612298,1,1,92,Suburban,Medium,132895.04,Yes,Yes,4
1365.0384563362263,4,2,45,Urban,High,268317.61,Yes,Yes,3
2598.0668585455533,2,1,17,Urban,High,435831.31,No,No,2
1693.3730926749643,3,2,37,Urban,Medium,293582.84,Yes,No,4
1830.545727162083,2,1,10,Urban,Medium,318160.1,Yes,No,2
2725.1701293795313,5,3,17,Rural,Low,425262.57,Yes,No,2
1438.9247192567927,3,3,25,Rural,High,255978.48,No,Yes,3
1636.5025871414716,3,2,52,Urban,High,277017.69,No,Yes,2
1615.6165857196534,4,2,60,Urban,Medium,231357.79,Yes,No,3
2809.0342405830197,5,1,22,Suburban,Low,431604.53,No,No,5
2996.691750291207,5,2,34,Suburban,Medium,500065.88,Yes,No,2
2375.7816127010856,3,1,99,Suburban,High,315756.9,Yes,Yes,2
2391.69236207712,1,1,9,Urban,High,413866.44,Yes,No,4
1709.8224985736344,1,3,57,Suburban,High,228938.08,Yes,Yes,5
2973.6642434521414,4,3,88,Rural,Medium,425579.8,No,No,5
2133.8481271793307,4,1,22,Suburban,High,371254.47,No,No,4
2426.55513222487,4,2,77,Suburban,High,359569.98,No,Yes,4
1947.237530614523,4,1,45,Urban,Low,319655.32,No,Yes,1
1865.9837063361947,3,2,56,Rural,Low,257320.35,Yes,Yes,2
2831.5211297980586,4,1,57,Suburban,Low,394374.65,Yes,Yes,2
2269.8618398691533,1,1,17,Urban,Medium,365748.25,No,Yes,1
2725.687730535191,2,1,31,Suburban,High,427685.72,No,Yes,5
2127.6640858725223,1,3,6,Urban,Medium,366810.39,No,No,3
1575.8167317884547,4,3,78,Suburban,Low,225374.84,No,No,3
1708.3285335607561,3,3,43,Suburban,Low,249315.08,No,No,3
2051.482621232305,5,1,32,Rural,High,336398.15,No,No,1
1686.7498919783366,2,1,13,Urban,Medium,285479.81,No,Yes,2
1446.2692956861547,2,3,1,Urban,Low,263501.56,No,No,2
2600.7085158935124,4,1,77,Suburban,Medium,361894.43,No,Yes,3
1727.564964588244,4,2,52,Rural,Low,234118.13,Yes,Yes,3
2069.0963738956602,2,1,99,Urban,High,278458.9,Yes,Yes,1
2148.0667949428025,3,3,26,Suburban,Low,349008.63,No,Yes,5
1705.9234373397157,2,1,70,Rural,Medium,190080.0,No,No,1
2725.3997331543696,3,1,91,Rural,Low,325912.45,No,No,1
1441.4291193976937,1,2,73,Rural,Low,136403.49,No,No,5
2130.8126317903852,4,1,69,Suburban,Medium,306824.97,No,No,2
2123.058853188292,3,2,91,Suburban,Medium,288206.74,No,No,5
1972.8726985679261,2,3,2,Urban,High,375123.28,Yes,No,5
1351.5436933640087,1,2,45,Urban,High,228748.23,No,Yes,4
2435.408775931732,2,1,93,Suburban,Medium,325216.44,No,No,1
2371.755335167298,1,2,33,Suburban,Medium,335583.89,Yes,No,2
1662.2157357043918,5,3,39,Rural,Low,249951.68,No,No,4
2353.743603602681,1,3,89,Suburban,Low,316466.71,No,No,4
2187.453843150388,3,2,53,Urban,Low,313597.86,Yes,Yes,1
1359.6939273194457,5,3,58,Urban,High,250358.62,No,Yes,1
1573.0355427143213,1,2,51,Urban,Low,199476.56,Yes,Yes,4
2569.1407224447894,1,2,49,Suburban,Medium,371636.58,No,Yes,4
2154.708092571025,3,3,35,Urban,High,359078.9,Yes,No,4
1717.848527094687,4,2,2,Urban,Low,297988.2,No,No,2
1570.762054413679,4,1,43,Urban,High,280435.61,No,Yes,5
1742.3031009422896,4,2,66,Urban,Low,233154.64,No,Yes,5
1777.7602350611478,5,3,66,Urban,Low,273902.91,No,Yes,4
1577.0184836853741,4,2,43,Rural,High,243801.31,Yes,No,4
1129.1179438083489,5,1,27,Urban,Low,204890.91,Yes,Yes,1
2570.006643200393,4,3,27,Rural,Medium,400269.11,No,Yes,1
2485.3168363057216,3,2,25,Urban,High,419994.34,Yes,Yes,1
1363.3722740965702,5,2,15,Rural,Medium,252719.0,Yes,Yes,5
2068.155647781834,4,1,10,Suburban,Medium,357394.91,Yes,Yes,4
1548.8808986426166,2,3,31,Suburban,High,270715.26,No,Yes,5
1869.2163883867324,4,3,25,Urban,Low,332808.57,No,No,4
1827.6167100631717,2,1,6,Suburban,Low,300651.22,Yes,No,4
1786.0828921410637,2,2,45,Urban,Low,255021.62,No,No,3
3001.473542038143,1,2,34,Rural,Low,426257.68,No,Yes,3
1779.8371576619047,4,1,44,Rural,Medium,260787.02,No,Yes,4
1595.8680874665376,1,2,33,Rural,Medium,215905.18,No,Yes,4
1618.709285251476,1,2,27,Rural,Medium,227130.34,Yes,No,5
2521.8884782008777,5,2,58,Rural,High,392337.62,Yes,No,4
1173.9488341535325,2,2,68,Urban,Medium,181871.98,Yes,No,5
1618.68854178224,1,3,75,Urban,Low,195608.47,No,No,2
2723.411420055767,4,3,90,Urban,Medium,380197.91,No,No,4
2121.9930939988235,3,1,16,Urban,High,360266.35,Yes,Yes,4
2095.961002518057,4,1,86,Urban,Medium,289186.15,No,No,4
3066.073230071851,2,2,24,Urban,Medium,490617.08,Yes,Yes,3
2123.1739764742492,5,3,12,Rural,Medium,367914.43,Yes,No,1
1645.9069193202088,4,3,7,Rural,Medium,273633.16,Yes,Yes,2
1858.9614715618256,4,3,81,Suburban,Medium,271072.59,Yes,No,4
1432.2838454847156,1,3,79,Rural,High,176009.35,Yes,No,3
2627.9685200078484,4,3,76,Urban,High,409736.97,No,No,1
2287.2808587683576,2,2,5,Urban,High,407296.36,No,Yes,5
2562.2070749854447,3,2,23,Suburban,Low,412296.6,Yes,Yes,3
2606.4919642746854,1,2,91,Rural,Low,305186.51,Yes,Yes,5
1792.8946095362337,4,1,89,Urban,Medium,237111.48,No,No,1
1527.623573995555,3,2,54,Rural,Low,181367.31,No,No,5
1974.143444345977,4,3,14,Suburban,High,366476.47,Yes,Yes,4
1563.6194646057309,5,3,31,Urban,High,305685.14,Yes,Yes,4
2082.4784377045125,2,1,63,Rural,Medium,276736.08,No,Yes,5
2566.048440417345,5,3,52,Rural,High,404967.22,No,No,5
1915.9301769754163,1,3,44,Urban,High,300711.79,No,No,5
2074.9975449538697,3,1,32,Rural,High,345927.61,No,No,2
1953.0771918883167,5,2,25,Rural,Low,297495.09,No,No,1
2401.363786218849,4,2,42,Rural,High,373637.96,Yes,Yes,4
1666.108802855855,5,3,35,Rural,Medium,265520.58,Yes,Yes,5
901.7768691784504,3,1,10,Urban,High,199945.07,No,Yes,1
2235.43442968769,4,2,35,Urban,Medium,372046.64,No,Yes,4
2493.917210653997,1,2,27,Suburban,Low,367042.06,No,No,1
2223.1871223792677,5,2,13,Urban,Medium,414364.2,No,Yes,2
1679.884752265993,2,1,30,Urban,Medium,283444.3,No,No,3
1432.4939509069654,3,2,53,Urban,Low,198105.02,No,Yes,1
2247.248765890161,2,1,65,Suburban,Low,281444.13,Yes,No,1
2070.7394764673368,4,3,75,Suburban,Low,285594.89,No,No,2
1937.103686170835,2,1,43,Urban,Low,284495.95,No,Yes,4
2911.2316714968956,3,2,16,Rural,Medium,463604.59,No,Yes,3
1526.5999529093342,3,3,92,Suburban,High,206752.68,Yes,No,2
2887.518510563733,2,3,72,Urban,High,426407.15,Yes,No,2
2015.89195243532,2,1,0,Suburban,Low,314916.14,Yes,No,2
1082.2147615645627,4,1,64,Suburban,Medium,164327.43,Yes,No,2
1910.3986728404295,2,2,63,Urban,Low,291565.18,Yes,No,2
2479.7480382997205,3,1,5,Suburban,Medium,418472.19,No,Yes,1
1817.4724835975146,2,3,82,Suburban,Medium,236356.16,No,No,2
1262.6107293808027,1,3,53,Suburban,Low,159436.7,No,Yes,2
1917.742734101915,3,2,89,Rural,High,240026.02,No,No,5
1571.413813054147,3,2,21,Urban,High,305763.39,Yes,No,3
2245.907200543981,4,3,64,Urban,Low,354178.78,Yes,Yes,4
2386.6999080338055,4,2,99,Rural,High,326326.28,Yes,No,2
1471.864796125947,5,3,3,Rural,Low,280817.8,Yes,Yes,2
1647.0979724421752,4,2,15,Rural,Medium,266813.43,No,No,2
2378.3212325534687,1,1,87,Urban,High,325329.22,Yes,Yes,5
1570.5778608505204,4,3,46,Suburban,High,271671.05,Yes,Yes,3
1458.9209320860025,5,2,80,Suburban,Medium,212538.26,No,Yes,3
1410.6544341018725,3,1,77,Suburban,Low,171989.97,No,No,5
2176.01930647906,4,1,27,Rural,Low,352488.37,No,No,1
2154.578859758732,5,3,19,Urban,Low,388767.27,No,Yes,4
1657.9769848104793,4,1,14,Rural,High,282148.58,No,Yes,5
2002.542698064117,4,1,81,Urban,Low,271259.71,No,Yes,5
2763.566192077565,3,1,96,Rural,Low,333306.19,No,Yes,3
1512.9699215408891,5,3,20,Suburban,Low,272461.57,Yes,No,3
1024.1286954947752,4,3,33,Urban,Medium,196364.85,No,No,5
2227.5377878601853,3,2,43,Urban,Medium,353348.38,Yes,Yes,3
1944.7994180492058,5,1,8,Urban,Medium,362284.86,No,No,5
1644.9874565924492,2,3,73,Urban,High,243440.34,No,Yes,2
2326.040118677454,5,1,3,Suburban,Medium,401670.46,Yes,No,5
2419.612572334395,4,3,93,Suburban,High,342600.09,No,No,2
