Age,Gender,Annual_Income,Spending_Score,Purchase_History,Frequency_Visits,Product_Preference,Membership,Online_Shopping,Feedback_Score,Customer_Segment
38,Male,42770,58,1861,26,Electronics,No,Occasional,2,High-Value
45,Male,40661,14,780,27,Fashion,Yes,Frequent,1,High-Value
31,Female,41108,39,1168,30,Groceries,Yes,Occasional,4,High-Value
45,Male,34630,47,1023,25,Fashion,No,Frequent,3,High-Value
36,Female,53793,51,489,17,Electronics,Yes,Never,5,Mid-Value
63,Male,27106,98,425,48,Electronics,Yes,Frequent,3,High-Value
23,Male,12782,82,1065,34,Home & Living,No,Never,2,High-Value
65,Male,31825,59,1562,29,Groceries,No,Rarely,2,High-Value
35,Male,67323,49,1387,11,Groceries,Yes,Frequent,2,High-Value
58,Male,46908,51,613,29,Electronics,No,Rarely,1,High-Value
23,Female,51316,49,2227,8,Electronics,No,Rarely,1,High-Value
51,Female,40512,92,1551,37,Groceries,Yes,Rarely,3,High-Value
51,Female,66069,25,1028,49,Others,No,Rarely,4,High-Value
36,Male,35132,73,1936,10,Groceries,Yes,Frequent,2,High-Value
46,Male,43156,95,486,47,Fashion,No,Occasional,5,High-Value
41,Male,43833,73,660,15,Groceries,No,Occasional,5,High-Value
68,Female,58707,93,1322,34,Groceries,Yes,Frequent,4,High-Value
67,Male,86137,37,1469,17,Electronics,Yes,Rarely,3,High-Value
51,Male,52377,29,1046,50,Others,Yes,Occasional,3,High-Value
58,Female,83716,100,1277,45,Home & Living,No,Frequent,3,High-Value
51,Male,31239,18,194,46,Home & Living,Yes,Frequent,3,Mid-Value
52,Male,47368,19,597,32,Others,No,Never,2,High-Value
64,Female,43252,89,288,3,Groceries,Yes,Never,4,Mid-Value
68,Female,48665,21,910,7,Groceries,No,Frequent,1,Mid-Value
35,Female,43852,51,936,12,Groceries,Yes,Rarely,3,High-Value
46,Female,35305,21,1627,37,Fashion,Yes,Frequent,4,High-Value
18,Female,76835,94,562,4,Others,No,Occasional,3,High-Value
34,Male,39337,60,1479,45,Electronics,Yes,Never,3,High-Value
67,Male,26519,19,721,49,Groceries,Yes,Never,3,High-Value
38,Female,39997,86,698,21,Home & Living,Yes,Never,5,High-Value
40,Female,57665,59,2272,39,Groceries,No,Occasional,4,High-Value
68,Male,88734,11,88,9,Others,Yes,Frequent,2,Low-Value
62,Male,26008,38,889,29,Others,Yes,Frequent,3,High-Value
30,Male,55869,76,914,42,Fashion,Yes,Never,5,High-Value
52,Male,44569,62,365,15,Home & Living,Yes,Occasional,5,Mid-Value
37,Male,65967,16,1472,29,Others,No,Frequent,5,High-Value
62,Female,44846,19,1035,21,Groceries,Yes,Frequent,4,High-Value
41,Male,38339,85,1611,45,Home & Living,No,Rarely,4,High-Value
38,Male,44056,13,411,28,Others,No,Never,4,Mid-Value
65,Male,67707,79,960,10,Fashion,No,Never,5,High-Value
68,Female,37550,83,870,41,Home & Living,No,Frequent,5,High-Value
57,Female,70418,91,824,51,Groceries,Yes,Occasional,2,High-Value
39,Male,33391,49,1414,52,Groceries,No,Occasional,3,High-Value
53,Male,56269,3,1605,4,Groceries,No,Occasional,4,High-Value
68,Male,48421,48,891,33,Others,No,Rarely,3,High-Value
32,Male,41143,3,180,40,Fashion,Yes,Never,5,Mid-Value
21,Female,43722,77,231,3,Electronics,No,Occasional,5,Mid-Value
21,Male,34219,42,670,4,Groceries,Yes,Never,4,Mid-Value
41,Male,48423,23,843,21,Groceries,No,Rarely,5,High-Value
69,Female,39629,85,-245,47,Groceries,Yes,Never,1,High-Value
58,Female,66789,14,779,25,Home & Living,No,Frequent,2,High-Value
54,Female,41199,16,1274,41,Electronics,No,Rarely,4,High-Value
56,Female,69939,20,651,47,Fashion,No,Rarely,3,High-Value
61,Female,60038,85,1668,23,Home & Living,No,Frequent,5,High-Value
18,Male,48662,11,2045,28,Groceries,Yes,Frequent,2,High-Value
35,Female,70013,89,1521,1,Home & Living,Yes,Rarely,5,High-Value
49,Male,66543,32,839,2,Groceries,No,Rarely,1,Mid-Value
60,Male,56633,8,928,8,Home & Living,No,Frequent,3,Mid-Value
21,Female,47459,97,817,22,Electronics,Yes,Never,3,High-Value
59,Female,51326,51,1996,51,Groceries,Yes,Never,5,High-Value
56,Female,78028,2,1689,40,Others,No,Rarely,1,High-Value
41,Male,44587,70,407,52,Home & Living,Yes,Rarely,2,High-Value
19,Female,24420,47,-99,10,Others,No,Never,5,Low-Value
66,Male,58768,61,717,1,Groceries,Yes,Rarely,3,Mid-Value
43,Female,73714,77,1800,49,Groceries,No,Never,5,High-Value
47,Female,58495,85,800,17,Electronics,Yes,Never,2,High-Value
44,Female,26453,75,1267,36,Electronics,No,Occasional,2,High-Value
30,Male,55190,88,657,16,Home & Living,No,Frequent,1,High-Value
54,Female,55669,89,786,46,Groceries,Yes,Occasional,4,High-Value
51,Female,47356,82,331,22,Fashion,No,Frequent,5,High-Value
20,Female,60744,77,1221,22,Home & Living,No,Frequent,5,High-Value
49,Female,71921,27,572,27,Groceries,No,Occasional,1,Mid-Value
32,Male,55399,85,594,2,Fashion,Yes,Never,5,High-Value
59,Female,61586,59,146,26,Electronics,No,Rarely,3,Mid-Value
65,Female,16125,82,1329,32,Home & Living,Yes,Never,4,High-Value
64,Male,38409,23,699,34,Groceries,No,Rarely,4,High-Value
69,Female,49171,8,1545,21,Home & Living,Yes,Never,5,High-Value
46,Female,56017,43,393,18,Others,No,Rarely,2,Mid-Value
66,Male,58313,25,1728,40,Others,No,Never,3,High-Value
22,Female,55777,86,863,20,Groceries,No,Never,3,High-Value
60,Male,36870,3,1033,32,Fashion,Yes,Rarely,1,High-Value
39,Male,51357,76,843,27,Home & Living,Yes,Occasional,5,High-Value
19,Male,52769,18,1896,35,Fashion,No,Never,2,High-Value
23,Male,51306,1,1188,11,Groceries,Yes,Frequent,4,High-Value
20,Female,69472,59,855,17,Fashion,Yes,Rarely,3,High-Value
51,Female,45050,62,1161,42,Fashion,No,Frequent,3,High-Value
42,Female,49103,65,272,39,Electronics,Yes,Rarely,2,High-Value
57,Female,56365,35,775,47,Groceries,Yes,Rarely,1,High-Value
57,Male,43803,83,1312,3,Others,Yes,Occasional,3,High-Value
55,Male,16125,66,986,11,Groceries,Yes,Frequent,4,High-Value
60,Female,41016,14,848,40,Groceries,No,Frequent,2,High-Value
52,Female,72974,57,2194,34,Others,No,Rarely,5,High-Value
56,Male,55666,93,862,36,Fashion,Yes,Never,2,High-Value
69,Male,64148,80,772,40,Electronics,Yes,Never,2,High-Value
35,Male,44374,54,605,28,Electronics,No,Never,2,High-Value
41,Male,24275,68,1152,35,Home & Living,No,Rarely,3,High-Value
65,Female,69808,68,1586,29,Groceries,Yes,Occasional,3,High-Value
61,Female,44949,43,499,26,Groceries,No,Occasional,5,High-Value
26,Female,64110,27,944,12,Groceries,Yes,Occasional,4,High-Value
58,Male,43443,85,378,2,Groceries,No,Occasional,2,Mid-Value
33,Male,52346,54,1005,7,Groceries,No,Occasional,1,High-Value
44,Male,56020,81,1209,39,Home & Living,No,Frequent,4,High-Value
46,Male,42554,11,774,50,Home & Living,Yes,Never,5,High-Value
45,Female,46167,25,1579,28,Fashion,No,Never,4,High-Value
50,Female,36847,2,1051,22,Groceries,Yes,Rarely,4,High-Value
19,Female,42492,33,1636,51,Others,Yes,Rarely,1,High-Value
33,Male,77336,98,517,4,Others,Yes,Frequent,2,High-Value
36,Female,41092,86,513,35,Electronics,Yes,Occasional,4,High-Value
41,Male,39234,11,1745,15,Fashion,Yes,Never,2,High-Value
48,Male,32575,81,554,39,Electronics,Yes,Rarely,4,High-Value
59,Female,70813,59,829,1,Home & Living,No,Rarely,1,High-Value
62,Male,70446,66,2129,48,Others,No,Never,3,High-Value
53,Female,42217,16,798,41,Home & Living,Yes,Frequent,3,High-Value
68,Male,54665,21,-343,47,Home & Living,Yes,Occasional,4,Mid-Value
19,Male,67004,4,943,15,Others,No,Frequent,5,Mid-Value
57,Female,37886,11,1381,11,Electronics,No,Never,1,High-Value
60,Male,46252,47,1040,45,Groceries,No,Rarely,4,High-Value
25,Female,41019,7,1927,6,Fashion,Yes,Never,5,High-Value
68,Female,47432,26,1063,3,Fashion,No,Rarely,5,Mid-Value
25,Female,36658,64,389,30,Electronics,Yes,Never,3,High-Value
23,Female,49823,24,1179,39,Groceries,No,Occasional,2,High-Value
25,Male,46334,47,758,49,Electronics,Yes,Never,4,High-Value
34,Female,51035,44,996,40,Fashion,No,Rarely,4,High-Value
28,Male,81607,69,658,50,Groceries,Yes,Never,2,High-Value
36,Female,27063,83,1037,20,Home & Living,No,Never,5,High-Value
52,Male,23129,97,138,8,Electronics,No,Frequent,1,Mid-Value
31,Female,50486,23,1367,51,Electronics,Yes,Rarely,1,High-Value
25,Female,47150,44,500,19,Home & Living,No,Frequent,4,Mid-Value
21,Male,38230,42,768,39,Others,Yes,Never,1,High-Value
28,Female,36342,81,1052,44,Fashion,No,Rarely,1,High-Value
56,Male,33750,99,1899,37,Others,Yes,Occasional,1,High-Value
25,Male,64889,9,871,12,Groceries,Yes,Occasional,3,Mid-Value
50,Male,44728,45,510,19,Others,Yes,Never,1,Mid-Value
44,Male,43705,29,724,20,Fashion,No,Never,3,High-Value
67,Female,40572,36,1370,4,Electronics,Yes,Never,5,High-Value
27,Female,46067,46,1287,36,Home & Living,Yes,Frequent,2,High-Value
62,Female,43416,39,1024,10,Home & Living,Yes,Frequent,5,High-Value
62,Female,41081,34,1295,43,Fashion,No,Occasional,3,High-Value
67,Male,39018,53,1635,29,Others,No,Frequent,1,High-Value
40,Female,36108,39,840,24,Electronics,No,Never,1,High-Value
57,Male,58877,76,1865,18,Electronics,No,Never,1,High-Value
28,Male,30464,50,726,16,Groceries,Yes,Rarely,5,High-Value
41,Male,37998,12,482,42,Electronics,No,Rarely,1,High-Value
32,Male,37253,7,659,31,Home & Living,Yes,Frequent,5,Mid-Value
34,Male,68140,22,425,39,Groceries,Yes,Frequent,1,High-Value
19,Female,60962,98,1212,9,Others,No,Rarely,3,High-Value
39,Female,56611,53,1106,25,Electronics,No,Frequent,5,High-Value
50,Female,33014,9,1601,18,Home & Living,Yes,Frequent,1,High-Value
22,Male,51757,62,918,17,Fashion,No,Rarely,1,High-Value
63,Male,74263,50,1243,1,Electronics,No,Rarely,1,High-Value
28,Male,46867,85,1281,13,Electronics,Yes,Rarely,5,High-Value
67,Female,68326,3,814,17,Home & Living,No,Rarely,3,Mid-Value
34,Female,56403,77,1241,10,Fashion,No,Frequent,3,High-Value
46,Female,56379,37,937,49,Home & Living,Yes,Occasional,1,High-Value
21,Female,43948,94,652,38,Groceries,No,Rarely,2,High-Value
31,Female,15015,68,397,8,Electronics,No,Frequent,4,Mid-Value
38,Female,34532,6,1822,32,Others,No,Occasional,4,High-Value
26,Female,84751,11,444,43,Others,Yes,Occasional,5,High-Value
21,Male,33698,56,1416,1,Groceries,Yes,Rarely,4,High-Value
21,Female,59292,53,589,49,Home & Living,Yes,Never,4,High-Value
47,Male,38302,83,1916,44,Others,No,Frequent,4,High-Value
25,Female,45197,97,1292,29,Fashion,No,Occasional,1,High-Value
65,Female,67234,80,775,8,Home & Living,Yes,Rarely,5,High-Value
26,Male,48905,43,815,27,Groceries,No,Frequent,2,High-Value
62,Male,30792,67,1071,29,Fashion,No,Frequent,1,High-Value
18,Female,51753,69,1270,29,Groceries,Yes,Never,1,High-Value
63,Female,94177,35,219,39,Fashion,Yes,Rarely,4,Mid-Value
39,Male,44664,14,1106,15,Others,Yes,Occasional,3,High-Value
28,Female,60283,37,828,49,Electronics,No,Rarely,5,High-Value
39,Female,54862,89,561,38,Groceries,Yes,Never,4,High-Value
53,Female,43580,82,549,32,Others,Yes,Rarely,4,High-Value
30,Male,45005,60,820,6,Home & Living,Yes,Never,5,High-Value
18,Male,62612,14,1800,33,Groceries,No,Frequent,2,High-Value
28,Male,41919,47,1302,4,Groceries,No,Rarely,5,High-Value
48,Female,45799,89,988,31,Electronics,No,Never,1,High-Value
26,Male,42626,1,961,20,Groceries,Yes,Never,3,Mid-Value
54,Female,44727,49,526,4,Groceries,Yes,Occasional,3,Mid-Value
28,Female,47477,90,850,13,Groceries,No,Never,1,High-Value
49,Female,94948,89,1710,33,Home & Living,Yes,Rarely,4,High-Value
64,Male,52956,25,2045,23,Electronics,No,Never,5,High-Value
19,Female,34245,80,1346,52,Groceries,Yes,Occasional,5,High-Value
63,Female,66052,20,1175,37,Fashion,No,Rarely,5,High-Value
36,Male,48561,71,585,24,Groceries,No,Frequent,3,High-Value
65,Male,36361,41,349,38,Others,Yes,Frequent,4,High-Value
59,Male,48880,75,1973,16,Home & Living,Yes,Rarely,3,High-Value
24,Female,49723,81,1117,40,Home & Living,Yes,Rarely,3,High-Value
45,Male,58076,78,159,31,Home & Living,No,Never,4,High-Value
69,Female,49397,87,1619,16,Groceries,Yes,Never,2,High-Value
66,Female,44207,21,1861,10,Electronics,No,Rarely,4,High-Value
56,Male,69291,57,370,46,Electronics,No,Never,2,High-Value
40,Male,58690,19,1487,10,Groceries,Yes,Never,5,High-Value
55,Male,49493,41,239,23,Home & Living,No,Frequent,4,Mid-Value
57,Male,56785,13,1662,1,Fashion,No,Rarely,1,High-Value
31,Female,57728,15,592,38,Groceries,Yes,Frequent,4,High-Value
57,Female,39418,1,-58,41,Groceries,No,Frequent,5,Low-Value
50,Male,56307,76,1219,35,Groceries,Yes,Frequent,3,High-Value
22,Female,42706,64,338,12,Electronics,No,Rarely,5,Mid-Value
62,Male,68895,56,1448,33,Home & Living,Yes,Occasional,4,High-Value
66,Male,44471,22,1406,8,Others,No,Occasional,1,High-Value
57,Male,43795,38,1302,39,Electronics,No,Rarely,2,High-Value
28,Female,56268,17,1680,19,Groceries,No,Frequent,2,High-Value
22,Male,35679,55,1271,9,Fashion,Yes,Occasional,4,High-Value
51,Female,61107,73,162,29,Groceries,No,Rarely,1,High-Value
33,Female,56193,14,471,40,Electronics,No,Occasional,3,High-Value
24,Male,38834,96,662,30,Fashion,Yes,Rarely,1,High-Value
29,Female,52034,66,1774,15,Electronics,No,Frequent,2,High-Value
47,Female,55397,18,646,13,Groceries,No,Frequent,3,Mid-Value
26,Female,53478,44,1081,35,Home & Living,No,Occasional,5,High-Value
53,Male,40764,26,927,32,Fashion,Yes,Frequent,3,High-Value
56,Female,53051,7,731,50,Electronics,No,Frequent,5,High-Value
49,Female,54770,84,1663,9,Home & Living,No,Never,5,High-Value
47,Female,37242,88,1143,40,Fashion,No,Occasional,3,High-Value
44,Female,56836,53,1049,21,Home & Living,No,Occasional,1,High-Value
64,Male,72498,13,1057,20,Fashion,Yes,Never,5,High-Value
66,Male,40667,6,860,25,Groceries,Yes,Rarely,4,High-Value
35,Female,37805,63,1464,15,Groceries,Yes,Occasional,2,High-Value
27,Female,48513,23,462,22,Home & Living,No,Never,2,Mid-Value
39,Female,28333,40,1532,5,Home & Living,Yes,Occasional,2,High-Value
20,Female,55226,90,1898,28,Fashion,Yes,Never,5,High-Value
26,Female,68186,7,1018,6,Fashion,Yes,Occasional,5,Mid-Value
64,Female,36430,97,856,51,Others,No,Rarely,3,High-Value
25,Male,42444,82,383,19,Electronics,No,Occasional,5,High-Value
22,Male,60136,4,2204,11,Groceries,No,Rarely,2,High-Value
22,Female,55975,87,1715,25,Home & Living,No,Never,2,High-Value
67,Female,53672,51,829,29,Home & Living,No,Occasional,4,High-Value
61,Male,34669,1,1977,30,Groceries,Yes,Never,3,High-Value
41,Male,51396,56,1590,39,Fashion,Yes,Occasional,2,High-Value
28,Female,29132,99,638,35,Home & Living,No,Occasional,3,High-Value
42,Female,46039,26,971,24,Electronics,No,Frequent,1,High-Value
64,Female,19130,75,727,17,Others,Yes,Occasional,4,High-Value
24,Male,41239,29,1600,19,Others,No,Never,5,High-Value
27,Male,39672,29,776,12,Home & Living,Yes,Rarely,3,Mid-Value
59,Female,40571,37,1486,38,Others,No,Rarely,5,High-Value
35,Female,45992,52,1193,15,Groceries,No,Frequent,5,High-Value
31,Male,69386,60,1033,20,Electronics,Yes,Rarely,1,High-Value
29,Female,66295,17,665,2,Others,No,Frequent,4,Mid-Value
59,Male,43938,20,906,52,Others,Yes,Occasional,5,High-Value
24,Female,63235,80,846,16,Electronics,No,Never,4,High-Value
47,Female,8287,39,273,12,Others,Yes,Rarely,2,Mid-Value
56,Female,64821,4,890,18,Others,No,Occasional,5,Mid-Value
31,Male,41667,74,556,21,Groceries,No,Never,1,High-Value
23,Female,24251,98,959,42,Fashion,Yes,Occasional,4,High-Value
39,Female,38305,14,697,45,Electronics,No,Frequent,5,High-Value
34,Male,54909,36,903,37,Others,No,Rarely,4,High-Value
35,Female,45982,90,1092,51,Home & Living,No,Never,5,High-Value
35,Male,39133,66,415,7,Fashion,Yes,Never,1,Mid-Value
36,Female,23251,36,892,3,Electronics,No,Never,5,Mid-Value
38,Male,37589,52,592,8,Home & Living,Yes,Rarely,2,Mid-Value
33,Female,45977,14,1824,27,Fashion,No,Occasional,2,High-Value
30,Female,42412,58,1123,42,Home & Living,Yes,Rarely,3,High-Value
53,Male,69710,45,1859,26,Others,Yes,Never,5,High-Value
18,Male,48077,18,1596,34,Electronics,Yes,Frequent,1,High-Value
18,Male,51550,50,218,19,Electronics,No,Occasional,2,Mid-Value
21,Male,29239,73,1585,32,Groceries,No,Rarely,1,High-Value
33,Female,26595,29,691,32,Groceries,No,Occasional,2,High-Value
47,Male,30616,11,1018,51,Groceries,Yes,Rarely,4,High-Value
28,Female,39535,54,1193,29,Fashion,No,Occasional,3,High-Value
56,Female,42673,92,837,1,Others,No,Frequent,1,High-Value
30,Male,58577,95,1461,22,Electronics,No,Occasional,5,High-Value
25,Male,64738,30,1383,19,Fashion,No,Never,3,High-Value
37,Female,78849,5,130,50,Fashion,No,Frequent,3,Mid-Value
49,Female,65245,6,1837,10,Groceries,No,Never,3,High-Value
23,Female,63450,54,1404,6,Others,Yes,Occasional,1,High-Value
56,Female,59748,50,1691,30,Electronics,No,Frequent,2,High-Value
26,Female,73897,42,1400,17,Fashion,Yes,Occasional,1,High-Value
53,Male,42178,82,1463,21,Others,No,Never,5,High-Value
41,Male,64986,81,1603,4,Groceries,Yes,Rarely,4,High-Value
63,Male,41417,37,1856,22,Home & Living,Yes,Frequent,4,High-Value
62,Female,46048,17,939,41,Others,Yes,Occasional,5,High-Value
60,Male,57794,21,1018,24,Groceries,Yes,Never,5,High-Value
47,Male,30593,19,1557,11,Electronics,No,Frequent,1,High-Value
57,Female,74536,79,555,30,Others,No,Rarely,1,High-Value
23,Male,43184,68,850,21,Home & Living,Yes,Occasional,3,High-Value
39,Male,34069,41,314,36,Home & Living,No,Never,2,High-Value
62,Female,49869,63,825,20,Groceries,Yes,Occasional,3,High-Value
35,Female,41850,97,1130,45,Electronics,Yes,Frequent,4,High-Value
39,Female,65095,78,-204,37,Groceries,Yes,Occasional,5,Mid-Value
61,Male,34025,13,1086,42,Electronics,No,Occasional,4,High-Value
56,Female,36162,49,7,19,Electronics,No,Rarely,4,Mid-Value
55,Male,27666,63,1026,33,Others,No,Occasional,4,High-Value
62,Male,57190,76,1572,5,Groceries,Yes,Never,3,High-Value
40,Female,32404,19,774,1,Groceries,Yes,Frequent,2,Mid-Value
18,Female,80950,42,324,35,Fashion,Yes,Frequent,3,High-Value
47,Male,58292,96,717,42,Groceries,No,Occasional,5,High-Value
23,Female,57230,39,1726,35,Others,Yes,Occasional,2,High-Value
56,Female,38553,3,948,12,Home & Living,No,Rarely,2,Mid-Value
51,Male,49931,48,673,4,Electronics,No,Never,5,Mid-Value
58,Male,48818,9,1861,29,Electronics,Yes,Frequent,3,High-Value
29,Male,57613,77,876,35,Groceries,No,Occasional,3,High-Value
55,Female,48822,34,1041,8,Home & Living,No,Frequent,5,High-Value
26,Female,57383,96,883,29,Fashion,Yes,Never,3,High-Value
20,Female,56417,80,176,11,Home & Living,Yes,Frequent,5,Mid-Value
61,Female,16028,87,286,22,Groceries,Yes,Occasional,4,High-Value
32,Female,44038,8,824,36,Electronics,No,Never,4,High-Value
48,Male,6259,25,859,14,Home & Living,No,Occasional,4,Mid-Value
39,Female,55404,19,669,43,Home & Living,No,Occasional,2,High-Value
23,Female,60191,95,1289,20,Home & Living,Yes,Occasional,2,High-Value
40,Male,56197,9,963,30,Groceries,No,Never,2,High-Value
33,Female,62214,23,-161,46,Electronics,Yes,Rarely,2,Mid-Value
28,Male,42320,13,516,42,Groceries,No,Occasional,2,High-Value
56,Male,51639,77,1585,47,Home & Living,No,Frequent,2,High-Value
36,Male,39348,2,-8,31,Electronics,No,Rarely,4,Low-Value
62,Male,51820,38,1332,42,Groceries,No,Frequent,3,High-Value
65,Male,54599,9,1049,32,Others,No,Frequent,5,High-Value
35,Female,45343,37,435,35,Fashion,Yes,Frequent,5,High-Value
51,Female,28885,40,137,29,Home & Living,No,Never,2,Mid-Value
46,Male,40474,82,1033,22,Electronics,Yes,Rarely,1,High-Value
27,Male,52067,91,-277,32,Others,Yes,Frequent,2,Mid-Value
30,Male,36797,12,1736,1,Groceries,No,Occasional,4,High-Value
28,Male,63849,76,1402,38,Fashion,Yes,Rarely,5,High-Value
45,Male,49997,87,214,42,Groceries,Yes,Occasional,3,High-Value
56,Male,68320,33,-12,49,Groceries,Yes,Occasional,5,Mid-Value
32,Female,35648,50,455,32,Others,Yes,Rarely,2,High-Value
55,Male,37776,53,1686,11,Home & Living,Yes,Rarely,4,High-Value
21,Male,37520,26,1404,2,Home & Living,Yes,Frequent,2,High-Value
22,Female,43156,24,1640,44,Fashion,No,Frequent,1,High-Value
69,Male,57905,82,537,29,Others,No,Never,1,High-Value
62,Male,50247,51,1691,19,Fashion,No,Never,3,High-Value
69,Male,73251,49,493,21,Others,Yes,Frequent,2,High-Value
28,Female,50569,15,1453,52,Home & Living,Yes,Rarely,1,High-Value
65,Female,55353,33,711,8,Others,Yes,Occasional,4,Mid-Value
59,Female,78308,75,1074,35,Others,No,Frequent,2,High-Value
35,Male,29732,60,1410,40,Electronics,Yes,Frequent,4,High-Value
52,Male,66904,30,1678,52,Fashion,No,Rarely,3,High-Value
56,Male,48635,78,685,32,Home & Living,Yes,Rarely,4,High-Value
19,Female,49891,15,1699,46,Electronics,Yes,Occasional,5,High-Value
37,Female,43839,53,1008,30,Home & Living,Yes,Frequent,3,High-Value
24,Female,53399,41,1046,15,Groceries,No,Rarely,3,High-Value
27,Male,56894,72,811,4,Fashion,Yes,Frequent,5,High-Value
47,Male,54717,60,1915,8,Others,No,Never,3,High-Value
61,Female,48176,55,1372,6,Others,Yes,Never,2,High-Value
61,Male,46052,20,865,44,Home & Living,No,Never,3,High-Value
39,Male,43122,37,839,11,Others,No,Occasional,3,High-Value
67,Male,35164,100,1111,22,Groceries,Yes,Occasional,2,High-Value
52,Male,58923,88,1575,27,Fashion,No,Frequent,2,High-Value
21,Male,50934,84,1229,7,Groceries,No,Frequent,5,High-Value
66,Male,35741,29,1807,1,Electronics,Yes,Occasional,1,High-Value
28,Male,50213,54,1597,42,Home & Living,No,Never,4,High-Value
41,Female,65794,100,943,34,Fashion,Yes,Occasional,5,High-Value
34,Male,76349,83,462,4,Groceries,Yes,Never,5,Mid-Value
48,Male,66758,90,824,1,Groceries,No,Never,5,High-Value
51,Male,62181,67,1071,26,Groceries,No,Rarely,4,High-Value
36,Female,26814,83,794,18,Electronics,Yes,Never,5,High-Value
23,Male,15659,48,1557,3,Fashion,No,Never,2,High-Value
26,Female,53525,47,1003,35,Groceries,Yes,Frequent,3,High-Value
65,Male,43233,6,1471,15,Home & Living,No,Frequent,4,High-Value
25,Male,44288,7,799,50,Groceries,Yes,Never,4,High-Value
32,Female,71353,38,1913,35,Electronics,No,Rarely,2,High-Value
39,Female,35754,83,1645,35,Electronics,Yes,Occasional,5,High-Value
55,Male,30016,10,1433,21,Others,Yes,Rarely,5,High-Value
44,Female,56764,24,735,14,Groceries,No,Frequent,1,Mid-Value
54,Female,67349,15,371,46,Electronics,Yes,Occasional,5,High-Value
65,Male,33582,17,1203,50,Groceries,No,Never,5,High-Value
46,Female,7499,6,924,28,Groceries,No,Occasional,2,High-Value
66,Male,57517,55,726,38,Electronics,No,Occasional,5,High-Value
34,Male,54305,2,1753,13,Electronics,No,Never,1,High-Value
65,Male,24678,64,1854,51,Home & Living,Yes,Occasional,2,High-Value
64,Female,40189,25,464,38,Groceries,Yes,Never,3,High-Value
55,Male,61638,55,783,9,Others,Yes,Never,4,High-Value
62,Male,43003,72,387,51,Others,Yes,Rarely,4,High-Value
19,Female,63284,48,914,1,Home & Living,No,Occasional,3,High-Value
22,Male,40250,37,858,45,Others,No,Rarely,1,High-Value
56,Female,22855,50,1027,51,Fashion,No,Occasional,2,High-Value
24,Female,76265,59,1333,49,Others,Yes,Occasional,3,High-Value
52,Female,18547,2,1574,13,Home & Living,No,Occasional,5,High-Value
31,Female,47605,80,736,27,Groceries,Yes,Occasional,5,High-Value
48,Female,57669,61,1678,2,Electronics,No,Rarely,1,High-Value
24,Female,60348,61,1399,8,Fashion,No,Rarely,4,High-Value
47,Female,54811,56,744,16,Fashion,No,Occasional,5,High-Value
44,Male,76605,2,1371,41,Groceries,No,Rarely,5,High-Value
63,Female,47490,43,1258,21,Fashion,Yes,Occasional,5,High-Value
43,Male,62459,63,1307,24,Others,Yes,Rarely,4,High-Value
42,Male,51116,43,984,22,Home & Living,No,Rarely,3,High-Value
49,Female,32323,46,95,6,Groceries,No,Rarely,3,Low-Value
43,Female,63850,76,1040,2,Electronics,No,Rarely,5,High-Value
25,Male,29845,100,906,39,Home & Living,No,Occasional,2,High-Value
23,Female,57355,50,1038,17,Electronics,No,Never,5,High-Value
28,Male,33881,73,615,20,Fashion,Yes,Rarely,3,High-Value
27,Female,59530,10,684,22,Others,No,Frequent,2,Mid-Value
31,Male,52507,78,751,50,Electronics,No,Occasional,4,High-Value
31,Female,74168,28,859,45,Groceries,Yes,Frequent,1,High-Value
61,Female,51000,100,578,11,Fashion,No,Frequent,4,High-Value
62,Female,28271,89,590,24,Others,No,Never,4,High-Value
62,Female,53337,8,1085,29,Electronics,Yes,Occasional,1,High-Value
45,Female,61509,86,732,12,Electronics,No,Frequent,1,High-Value
38,Female,72326,78,663,25,Others,Yes,Occasional,3,High-Value
64,Male,17310,37,829,26,Others,Yes,Frequent,2,High-Value
55,Male,55035,66,1926,40,Electronics,Yes,Occasional,2,High-Value
44,Male,28304,16,344,20,Home & Living,No,Occasional,3,Mid-Value
45,Male,83241,97,519,47,Fashion,No,Frequent,1,High-Value
58,Male,50348,37,1183,44,Groceries,Yes,Never,2,High-Value
35,Male,33524,6,1373,9,Fashion,No,Occasional,3,High-Value
34,Female,48775,70,696,26,Home & Living,Yes,Frequent,1,High-Value
36,Female,43745,84,271,11,Electronics,No,Never,4,Mid-Value
34,Female,29858,98,1148,46,Groceries,Yes,Occasional,5,High-Value
18,Male,31087,94,1536,16,Fashion,No,Rarely,3,High-Value
54,Female,32757,16,-41,38,Others,No,Rarely,1,Mid-Value
26,Male,93071,60,1963,45,Groceries,Yes,Rarely,4,High-Value
41,Male,62176,11,1287,16,Electronics,No,Never,5,High-Value
41,Male,76301,33,1055,35,Home & Living,Yes,Occasional,1,High-Value
53,Female,60400,41,993,1,Groceries,No,Occasional,3,High-Value
67,Male,63927,14,941,42,Others,No,Rarely,5,High-Value
28,Male,34833,25,1201,37,Fashion,Yes,Never,3,High-Value
34,Female,43854,34,458,46,Home & Living,No,Rarely,3,High-Value
29,Male,43836,30,351,33,Home & Living,Yes,Frequent,2,Mid-Value
47,Female,42073,11,985,27,Groceries,No,Rarely,4,High-Value
49,Female,27500,58,495,50,Electronics,No,Rarely,2,High-Value
63,Male,60647,34,1061,4,Fashion,Yes,Occasional,2,High-Value
